rank,gene,UniProtID,pDesc,t12,mneuron,cneuron,subLoc
56,TCEAL2,Q9H3H9,Transcription elongation factor A protein-like 2,0.4598277293874665,0.478194002,0.441461456774933,Nucleus
57,MRFAP1,Q9Y605,MORF4 family-associated protein 1,0.46363568423609336,0.498128467,0.42914290147218676,"Nucleus; Cytoplasm, perinuclear region"
58,NSG1,P42857,Neuronal vesicle trafficking-associated protein 1,0.46447868433968853,0.408657919,0.520299449679377,"Membrane; Golgi apparatus, trans-Golgi network membrane; Endosome membrane; Cell projection, dendrite; Early endosome membrane; Late endosome membrane; Lysosome lumen; Recycling endosome membrane; Cytoplasmic vesicle membrane; Golgi apparatus, Golgi stack membrane; Endosome, multivesicular body membrane; Endoplasmic reticulum membrane"
59,RNF152,Q8N8N0,E3 ubiquitin-protein ligase RNF152 (EC 2.3.2.27) (RING finger protein 152) (RING-type E3 ubiquitin transferase RNF152),0.46612767019355106,,0.46612767019355106,Lysosome membrane
60,STMN3,Q9NZ72,Stathmin-3,0.467264510035141,0.459342054,0.475186966070282,"Golgi apparatus; Cell projection, growth cone; Cell projection, axon; Cytoplasm, cytosol"
61,RNF115,Q9Y4L5,E3 ubiquitin-protein ligase RNF115 (EC 2.3.2.27) (RING finger protein 115) (RING-type E3 ubiquitin transferase RNF115) (Rab7-interacting RING finger protein) (Rabring 7) (Zinc finger protein 364),0.469305626193067,,0.469305626193067,"Cytoplasm, cytosol"
62,BBLN,Q9BUW7,Bublin coiled-coil protein,0.46943726757263005,0.537651895778676,0.40122263936658403,"Cell junction; Cytoplasm, cytoskeleton"
63,ZNF791,Q3KP31,Zinc finger protein 791,0.4697834719610243,,0.4697834719610243,
64,SBK1,Q52WX2,Serine/threonine-protein kinase SBK1,0.4704267581275424,0.463201819,0.4776516972550848,Cytoplasm
65,HOXC8,P31273,Homeobox protein Hox-C8,0.472117283,0.472117283,,Nucleus
66,AUTS2,Q8WXX7,Autism susceptibility gene 2 protein,0.472213636,0.472213636,,"Nucleus; Cytoplasm, cytoskeleton; Cell projection, growth cone"
67,ZNF10,P21506,Zinc finger protein 10,0.47262014,0.47262014,,Nucleus
68,RNF168,Q8IYW5,E3 ubiquitin-protein ligase RNF168,0.479387063,0.479387063,,Nucleus
69,MANSC1,Q9H8J5,MANSC domain-containing protein 1 (Loss of heterozygosity 12 chromosomal region 3 protein),0.479633744561466,,0.479633744561466,Membrane
70,PEG10,Q86TG7,Retrotransposon-derived protein PEG10,0.485356477230249,0.535176061,0.435536893460498,Extracellular vesicle membrane; Cytoplasm; Nucleus
71,PNMA8A,Q86V59,Paraneoplastic antigen-like protein 8A,0.48544851262648403,0.67289254,0.298004485252968,
72,CENPH,Q9H3R5,Centromere protein H,0.489069894,0.489069894,,"Nucleus; Chromosome, centromere, kinetochore"
73,MAGED1,Q9Y5V3,Melanoma-associated antigen D1,0.4922969631753385,0.506062174,0.478531752350677,Cytoplasm; Cell membrane; Nucleus
74,CLSTN3,Q9BQT9,Calsyntenin-3,0.4924634298465325,0.591149417,0.393777442693065,"Postsynaptic cell membrane; Endoplasmic reticulum membrane; Golgi apparatus membrane; Cell projection, dendrite.;[Isoform CLSTN3beta]: Lipid droplet; Endoplasmic reticulum membrane"
75,HOXA5,P20719,Homeobox protein Hox-A5,0.493694044,0.493694044,,Nucleus
76,MID1IP1,Q9NPA3,Mid1-interacting protein 1,0.496339681065528,0.548588957,0.444090405131056,"Nucleus; Cytoplasm; Cytoplasm, cytoskeleton"
77,DCAF15,Q66K64,DDB1- and CUL4-associated factor 15,0.497131914,0.497131914,,
78,TMEM179,Q6ZVK1,Transmembrane protein 179,0.4972683067101785,0.470367105,0.524169508420357,Membrane
79,INAFM1,C9JVW0,Putative transmembrane protein INAFM1 (InaF-motif-containing protein 1) (Proline-rich protein 24),0.4976784985368905,,0.4976784985368905,Membrane
80,LONRF2,Q1L5Z9,LON peptidase N-terminal domain and RING finger protein 2,0.5002823153906147,0.589016591,0.4115480397812294,
81,GNRH1,P01148,Progonadoliberin-1,0.501565051,0.501565051,,Secreted
82,IP6K2,Q9UHH9,Inositol hexakisphosphate kinase 2,0.5019664819462948,0.461303788,0.5426291758925895,Nucleus
83,ZNF302,Q9NR11,Zinc finger protein 302,0.502600139,0.502600139,,Nucleus
84,DNAJC18,Q9H819,DnaJ homolog subfamily C member 18,0.502924647860499,0.395893193,0.609956102720998,Endoplasmic reticulum membrane
85,DNER,Q8NFT8,Delta and Notch-like epidermal growth factor-related receptor,0.5032682985180131,0.446691659,0.5598449380360262,Cell membrane; Single-pass type I membrane protein
86,APLP1,P51693,Amyloid beta precursor like protein 1,0.5045146985569715,0.433601569,0.575427828113943,Cell membrane; Single-pass type I membrane protein.;[C30]: Cytoplasm
87,SOX4,Q06945,Transcription factor SOX-4,0.504803788259584,,0.504803788259584,Nucleus
88,SEZ6L2,Q6UXD5,Seizure 6-like protein 2,0.5064451658487032,0.506058663,0.5068316686974065,Cell membrane; Endoplasmic reticulum membrane
89,HOXD8,P13378,Homeobox protein Hox-D8,0.512619254,0.512619254,,Nucleus
90,OPRL1,P41146,Nociceptin receptor (Kappa-type 3 opioid receptor) (KOR-3) (Orphanin FQ receptor),0.513745438990435,,0.513745438990435,Cell membrane; Multi-pass membrane protein; Cytoplasmic vesicle
91,SCML1,Q9UN30,Sex comb on midleg-like protein 1,0.5157149228652145,0.5157149228652145,,Nucleus
92,LMO4,P61968,LIM domain transcription factor LMO4 (Breast tumor autoantigen) (LIM domain only protein 4) (LMO-4),0.5163441966826785,,0.5163441966826785,
93,NDN,Q99608,Necdin,0.5166713332304654,0.383468969,0.6498736974609308,Perikaryon; Nucleus
94,BCOR,Q6W2J9,BCL-6 corepressor,0.517661482,0.517661482,,Nucleus
95,HOXC9,P31274,Homeobox protein Hox-C9,0.517815991,0.517815991,,Nucleus
96,MAPK8IP2,Q13387,C-Jun-amino-terminal kinase-interacting protein 2,0.5186167302820354,0.51612952,0.5211039405640707,Cytoplasm
97,SARAF,Q96BY9,Store-operated calcium entry-associated regulatory factor,0.5187675909878084,0.5822159036827466,0.45531927829287033,Endoplasmic reticulum membrane
98,ACAN,P16112,Aggrecan core protein,0.5203303699,,0.5203303699,
99,PNMA8C,A0A1B0GUJ8,Paraneoplastic antigen-like protein 8C,0.5209196733126775,0.630421669,0.411417677625355,
100,RTL8A,Q9BWD3,Retrotransposon Gag-like protein 8A,0.5223287598620756,0.523210545,0.5214469747241512,
101,DISP3,Q9P2K9,Protein dispatched homolog 3 (Patched domain-containing protein 2),0.5232972384957195,,0.5232972384957195,Endoplasmic reticulum membrane; Nucleus membrane; Cytoplasmic vesicle membrane
102,LOXL4,Q96JB6,Lysyl oxidase homolog 4,0.523429851,0.523429851,,"Secreted, extracellular space"
103,OR6C1,Q96RD1,Olfactory receptor 6C1,0.527760270159347,0.527760270159347,,Cell membrane; Multi-pass membrane protein
104,TIMM17A,Q99595,Mitochondrial import inner membrane translocase subunit Tim17-A,0.5295427057738407,0.525133389,0.5339520225476815,Mitochondrion inner membrane; Multi-pass membrane protein
105,GTF2IRD2B,Q6EKJ0,General transcription factor II-I repeat domain-containing protein 2B,0.5316169865916129,0.511569681,0.551664292183226,Nucleus
106,ZNF266,Q14584,Zinc finger protein 266,0.5321462908412735,0.5321462908412735,,Nucleus
107,NSG2,Q9Y328,Neuronal vesicle trafficking-associated protein 2,0.532687523267258,0.304769134,0.7606059125345159,"Membrane; Golgi apparatus, trans-Golgi network membrane; Cell projection, dendrite; Endosome membrane; Early endosome membrane; Late endosome membrane; Lysosome lumen; Cytoplasmic vesicle membrane; Golgi apparatus, Golgi stack membrane; Endosome, multivesicular body membrane"
108,KLHL28,Q9NXS3,Kelch-like protein 28,0.534025428,0.534025428,,
109,TERF2IP,Q9NYB0,Telomeric repeat-binding factor 2-interacting protein 1,0.537501591879482,0.4963498,0.578653383758964,"Nucleus; Cytoplasm; Chromosome; Chromosome, telomere"
110,HOXC6,P09630,Homeobox protein Hox-C6,0.538526724,0.538526724,,Nucleus
111,HOXB5,P09067,Homeobox protein Hox-B5,0.539091115,0.539091115,,Nucleus
112,APP,P05067,Amyloid-beta precursor protein,0.540515747486852,0.48826652,0.5927649749737041,"Cell membrane; Membrane; Perikaryon; Cell projection, growth cone; Membrane, clathrin-coated pit; Early endosome; Cytoplasmic vesicle.;[C83]: Endoplasmic reticulum; Golgi apparatus; Early endosome.;[C99]: Early endosome.;[Soluble APP-beta]: Secreted.;[Amyloid-beta protein 40]: Cell surface.;[Amyloid-beta protein 42]: Cell surface.;[Gamma-secretase C-terminal fragment 59]: Nucleus; Cytoplasm"
113,ZNRF1,Q8ND25,E3 ubiquitin-protein ligase ZNRF1,0.5415600975337183,0.55835795,0.5247622450674364,"Endosome; Lysosome; Membrane; Peripheral membrane protein; Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane"
114,AKAP6,Q13023,A-kinase anchor protein 6,0.5422832406407095,0.397602438,0.686964043281419,Sarcoplasmic reticulum; Nucleus membrane
115,ERRFI1,Q9UJM3,ERBB receptor feedback inhibitor 1,0.54323774,0.54323774,,Cytoplasm; Cell membrane; Nucleus
116,GSE1,Q14687,Genetic suppressor element 1,0.5457683997711755,0.546121946,0.545414853542351,
117,BTBD9,Q96Q07,BTB/POZ domain-containing protein 9,0.5458052029500676,0.505055485,0.5865549209001353,
118,ATN1,P54259,Atrophin-1,0.5459575960830956,0.543945612,0.547969580166191,"Nucleus; Cytoplasm, perinuclear region; Cell junction"
119,LZTS3,O60299,Leucine zipper putative tumor suppressor 3,0.5481597802252107,0.66248981,0.4338297504504215,"Synapse; Postsynaptic density; Cell projection, dendritic spine; Cell projection, dendrite; Cytoplasm, cytoskeleton"
120,STMN2,Q93045,Stathmin-2,0.5488489255085535,0.550067935,0.547629916017107,"Cytoplasm; Cytoplasm, perinuclear region; Cell projection, growth cone; Membrane; Cell projection, axon; Golgi apparatus; Endosome"
121,ZNF677,Q86XU0,Zinc finger protein 677,0.553169423,0.553169423,,Nucleus
122,AGAP5,A6NIR3,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 5",0.55516811916415,,0.55516811916415,
123,SULT1A1,P50225,Sulfotransferase 1A1,0.557072473600117,0.557072473600117,,Cytoplasm
124,KLHDC2,Q9Y2U9,Kelch domain-containing protein 2,0.558896264945654,0.655425868,0.462366661891308,Nucleus
125,KCTD20,Q7Z5Y7,BTB/POZ domain-containing protein KCTD20,0.5604667784659034,0.826345755,0.294587801931807,Cytoplasm
126,POU4F2,Q12837,"POU domain, class 4, transcription factor 2",0.560773286883981,,0.560773286883981,Nucleus; Nucleus speckle; Cytoplasm
127,YPEL5,P62699,Protein yippee-like 5,0.5615971324723503,0.588820595,0.5343736699447006,"Nucleus; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome; Cytoplasm, cytoskeleton, spindle pole; Midbody"
128,CXCL12,P48061,Stromal cell-derived factor 1,0.562152494,0.562152494,,Secreted
129,MPLKIP,Q8TAP9,M-phase-specific PLK1-interacting protein,0.5627091332069198,0.4913047461368315,0.6341135202770083,"Nucleus; Cytoplasm; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome"
130,ZNF595,Q8IYB9,Zinc finger protein 595,0.563228777,0.563228777,,Nucleus
131,CXXC5,Q7LFL8,CXXC-type zinc finger protein 5,0.56367128480522,0.539746851,0.58759571861044,Nucleus; Cytoplasm
132,MFI,Q8NCR3,Protein MFI,0.5638447141915555,0.5638447141915555,,"Cytoplasm, cytosol; Mitochondrion outer membrane"
133,HOXB4,P17483,Homeobox protein Hox-B4,0.565293302,0.565293302,,Nucleus
134,MX1,P20591,Interferon-induced GTP-binding protein Mx1,0.565645655,0.565645655,,Cytoplasm; Endoplasmic reticulum membrane.;[Isoform 2]: Cytoplasm; Nucleus
135,ALKBH7,Q9BT30,"Alpha-ketoglutarate-dependent dioxygenase alkB homolog 7, mitochondrial",0.5665830762743328,0.645343493,0.48782265954866555,Mitochondrion matrix
136,PNMA1,Q8ND90,Paraneoplastic antigen Ma1,0.5668436197710485,0.614214255,0.519472984542097,"Nucleus, nucleolus"
137,HLTF,Q14527,Helicase-like transcription factor,0.5672579303478,0.553281689,0.5812341716956,"Cytoplasm; Nucleus; Nucleus, nucleolus; Nucleus, nucleoplasm"
138,YJU2B,P13994,Probable splicing factor YJU2B,0.568738189,0.568738189,,Nucleus
139,KCTD13,Q8WZ19,BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 1,0.571175014,0.571175014,,Nucleus
140,ZNF195,O14628,Zinc finger protein 195,0.571304774,0.571304774,,Nucleus
141,RNF181,Q9P0P0,E3 ubiquitin-protein ligase RNF181,0.5716722639089141,0.81586437,0.32748015781782824,
142,RLIM,Q9NVW2,E3 ubiquitin-protein ligase RLIM,0.572726415009194,0.703694176,0.441758654018388,Nucleus
143,CRIPT,Q9P021,Cysteine-rich PDZ-binding protein,0.573609002,0.573609002,,"Cytoplasm; Synapse; Cell projection, dendritic spine"
144,PMEL,P40967,Melanocyte protein PMEL,0.5751294704561873,,0.5751294704561873,
145,RRN3,Q9NYV6,RNA polymerase I-specific transcription initiation factor RRN3,0.5756989322896775,0.532577861,0.618820003579355,"Nucleus, nucleolus"
146,TMEM59L,Q9UK28,Transmembrane protein 59-like,0.5770370769267128,0.42138947,0.7326846838534256,Golgi apparatus membrane
147,ANKRD46,Q86W74,Ankyrin repeat domain-containing protein 46,0.5778460966362793,0.559943711,0.5957484822725585,Membrane
148,SERF2,P84101,Small EDRK-rich factor 2,0.580534299580396,,0.580534299580396,
149,ZFP1,Q6P2D0,Zinc finger protein 1 homolog,0.581392144,0.581392144,,Nucleus
150,RFLNA,Q6ZTI6,Refilin-A,0.581988079,0.581988079,,"Cytoplasm, cytoskeleton"
151,LRP11,Q86VZ4,Low-density lipoprotein receptor-related protein 11,0.5825505962626754,0.5366605,0.6284406925253507,Membrane
152,NFIB,O00712,Nuclear factor 1 B-type,0.582988046,0.582988046,,Nucleus
153,POMP,Q9Y244,Proteasome maturation protein,0.5835118670425559,0.690763004,0.4762607300851116,"Cytoplasm, cytosol; Nucleus; Microsome membrane"
154,RPRM,Q9NS64,Protein reprimo,0.584136326,0.584136326,,Cytoplasm; Membrane
155,CCND2,P30279,G1/S-specific cyclin-D2,0.586013488,0.586013488,,Nucleus; Cytoplasm; Nucleus membrane.;[Isoform 2]: Cytoplasm
156,LUZP2,Q86TE4,Leucine zipper protein 2,0.586205366860168,,0.586205366860168,Secreted
157,MSANTD3,Q96H12,Myb/SANT-like DNA-binding domain-containing protein 3,0.588387606,0.588387606,,
158,DOK4,Q8TEW6,Docking protein 4,0.590480264,0.590480264,,
159,APOA1,P02647,Apolipoprotein A-I,0.5904803460743415,0.5904803460743415,,Secreted
160,AMFR,Q9UKV5,E3 ubiquitin-protein ligase AMFR,0.5905110238676268,0.580775267,0.6002467807352535,Endoplasmic reticulum membrane
161,NR2F2,P24468,COUP transcription factor 2,0.591606516,0.591606516,,Nucleus
162,PLEKHG5,O94827,Pleckstrin homology domain-containing family G member 5,0.5919115349758545,0.727354482,0.45646858795170897,"Cytoplasm; Cytoplasm, perinuclear region; Cell membrane; Cell junction; Cell projection, lamellipodium"
163,OTOG,Q6ZRI0,Otogelin,0.59261306809754,0.59261306809754,,"Apical cell membrane; Secreted, extracellular space"
164,CREB5,Q02930,Cyclic AMP-responsive element-binding protein 5,0.592627265,0.592627265,,Nucleus
165,PTOV1,Q86YD1,Prostate tumor-overexpressed gene 1 protein (PTOV-1) (Activator interaction domain-containing protein 2),0.593867730665721,,0.593867730665721,"Cytoplasm; Nucleus; Cell membrane; Cytoplasm, perinuclear region"
166,MTSS1,O43312,Protein MTSS 1,0.5953916745148591,0.484866452,0.705916897029718,"Cytoplasm, cytoskeleton"
167,SRRM4,A7MD48,Serine/arginine repetitive matrix protein 4,0.5954608058656715,0.761240681,0.429680930731343,Nucleus
168,CHCHD10,Q8WYQ3,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",0.59555999,0.59555999,,Mitochondrion intermembrane space
169,SREBF2,Q12772,Sterol regulatory element-binding protein 2,0.5961349991617972,0.583024212,0.6092457863235945,"[Sterol regulatory element-binding protein 2]: Endoplasmic reticulum membrane; Golgi apparatus membrane; Cytoplasmic vesicle, COPII-coated vesicle membrane.;[Processed sterol regulatory element-binding protein 2]: Nucleus"
170,CLIP3,Q96DZ5,CAP-Gly domain-containing linker protein 3,0.596374998432387,0.471630469,0.721119527864774,"Cell membrane; Cytoplasm; Golgi apparatus, Golgi stack"
171,HOXA3,O43365,Homeobox protein Hox-A3,0.596392004,0.596392004,,Nucleus
172,MNT,Q99583,Max-binding protein MNT,0.5967678152601459,0.6298974736639684,0.5636381568563235,Nucleus
173,ZNF708,P17019,Zinc finger protein 708,0.596955219431532,,0.596955219431532,
174,APBB1,O00213,Amyloid beta precursor protein binding family B member 1,0.597038358210878,0.460628022,0.733448694421756,"Cell membrane; Cytoplasm; Nucleus; Cell projection, growth cone; Nucleus speckle"
175,MLF2,Q15773,Myeloid leukemia factor 2,0.5978783479594784,0.647861439,0.5478952569189567,Cytoplasm; Nucleus
176,TOR1AIP2,Q9H496,"Torsin-1A-interacting protein 2, isoform IFRG15",0.6004748652610097,0.662517185,0.5384325455220194,
177,KIF5A,Q12840,Kinesin heavy chain isoform 5A,0.600698071817945,0.499452471,0.70194367263589,"Cytoplasm, perinuclear region; Cytoplasm, cytoskeleton; Perikaryon"
178,GPBP1,Q86WP2,Vasculin,0.60174932,0.60174932,,Nucleus; Cytoplasm
179,KIF1A,Q12756,Kinesin-like protein KIF1A,0.6020432966366616,0.517716007,0.686370586273323,"Cytoplasm, cytoskeleton; Cell projection, neuron projection; Cell projection, axon; Cytoplasm, perinuclear region; Synapse; Cytoplasmic vesicle, secretory vesicle, neuronal dense core vesicle membrane"
180,SIMC1,Q8NDZ2,SUMO-interacting motif-containing protein 1,0.602117923,0.602117923,,"[Isoform 5]: Cytoplasm; Cytoplasm, myofibril, sarcomere"
181,MLLT11,Q13015,Protein AF1q,0.6023888415894101,0.733986,0.47079168317882025,"Nucleus; Cytoplasm; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome"
182,GRIN2A,Q12879,"Glutamate receptor ionotropic, NMDA 2A",0.60403075,0.60403075,,"Cell projection, dendritic spine; Cell membrane; Synapse; Postsynaptic cell membrane; Cytoplasmic vesicle membrane"
183,CCDC106,Q9BWC9,Coiled-coil domain-containing protein 106,0.6050045974195595,0.678738354,0.5312708408391188,Nucleus
184,GON4L,Q3T8J9,GON-4-like protein,0.609006427,0.609006427,,Nucleus
185,ANKRD12,Q6UB98,Ankyrin repeat domain-containing protein 12,0.610854592,0.610854592,,Nucleus
186,UBOX5,O94941,RING finger protein 37,0.611241228,0.611241228,,Nucleus
187,ZNF836,Q6ZNA1,Zinc finger protein 836,0.612112916,0.612112916,,Nucleus
188,CRY1,Q16526,Cryptochrome-1,0.613143614,0.613143614,,Cytoplasm; Nucleus
189,ZNF593,O00488,Zinc finger protein 593,0.6135117510560245,0.775751298,0.451272204112049,"Nucleus, nucleolus; Cytoplasm"
190,APPBP2,Q92624,Amyloid protein-binding protein 2,0.6143650681664925,0.512351783,0.716378353332985,"Nucleus; Cytoplasm, cytoskeleton; Membrane"
191,PCOLCE,Q15113,Procollagen C-endopeptidase enhancer 1,0.615054472,0.615054472,,Secreted
