rank,gene,UniProtID,pDesc,t12,mneuron,cneuron,subLoc
55,SBK1,Q52WX2,Serine/threonine-protein kinase SBK1,0.4704267581275424,0.463201819,0.4776516972550848,Cytoplasm
56,HOXC8,P31273,Homeobox protein Hox-C8,0.472117283,0.472117283,,Nucleus
57,AUTS2,Q8WXX7,Autism susceptibility gene 2 protein,0.472213636,0.472213636,,"Nucleus; Cytoplasm, cytoskeleton; Cell projection, growth cone"
58,ZNF10,P21506,Zinc finger protein 10,0.47262014,0.47262014,,Nucleus
59,RNF168,Q8IYW5,E3 ubiquitin-protein ligase RNF168,0.479387063,0.479387063,,Nucleus
60,MANSC1,Q9H8J5,MANSC domain-containing protein 1 (Loss of heterozygosity 12 chromosomal region 3 protein),0.479633744561466,,0.479633744561466,Membrane
61,PNMA8A,Q86V59,Paraneoplastic antigen-like protein 8A,0.48544851262648403,0.67289254,0.298004485252968,Cytosol;Nuclear bodies;Nucleoplasm
62,CENPH,Q9H3R5,Centromere protein H,0.489069894,0.489069894,,"Nucleus; Chromosome, centromere, kinetochore"
63,NSG1,P42857,Neuronal vesicle trafficking-associated protein 1,0.4925425212734038,0.408657919,0.5764271235468076,"Membrane; Golgi apparatus, trans-Golgi network membrane; Endosome membrane; Cell projection, dendrite; Early endosome membrane; Late endosome membrane; Lysosome lumen; Recycling endosome membrane; Cytoplasmic vesicle membrane; Golgi apparatus, Golgi stack membrane; Endosome, multivesicular body membrane; Endoplasmic reticulum membrane"
64,HOXA5,P20719,Homeobox protein Hox-A5,0.493694044,0.493694044,,Nucleus
65,MID1IP1,Q9NPA3,Mid1-interacting protein 1,0.496339681065528,0.548588957,0.444090405131056,"Nucleus; Cytoplasm; Cytoplasm, cytoskeleton"
66,DCAF15,Q66K64,DDB1- and CUL4-associated factor 15,0.497131914,0.497131914,,Cul4-RING E3 ubiquitin ligase complex
67,TMEM179,Q6ZVK1,Transmembrane protein 179,0.4972683067101785,0.470367105,0.524169508420357,Membrane
68,INAFM1,C9JVW0,Putative transmembrane protein INAFM1 (InaF-motif-containing protein 1) (Proline-rich protein 24),0.4976784985368905,,0.4976784985368905,Membrane
69,LONRF2,Q1L5Z9,LON peptidase N-terminal domain and RING finger protein 2,0.5002823153906147,0.589016591,0.4115480397812294,cytoplasm
70,GNRH1,P01148,Progonadoliberin-1,0.501565051,0.501565051,,Secreted
71,IP6K2,Q9UHH9,Inositol hexakisphosphate kinase 2,0.5019664819462948,0.461303788,0.5426291758925895,Nucleus
72,ZNF302,Q9NR11,Zinc finger protein 302,0.502600139,0.502600139,,Nucleus
73,DNAJC18,Q9H819,DnaJ homolog subfamily C member 18,0.502924647860499,0.395893193,0.609956102720998,Endoplasmic reticulum membrane
74,CCDC184,Q52MB2,Coiled-coil domain-containing protein 184,0.5035559450729475,0.295820595,0.7112912951458951,Cytoplasm; Mitochondrion
75,PJA2,O43164,E3 ubiquitin-protein ligase Praja-2,0.504060514299239,0.307652745,0.700468283598478,"Cytoplasm; Cell membrane; Endoplasmic reticulum membrane; Golgi apparatus membrane; Synapse; Postsynaptic density; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome"
76,SOX4,Q06945,Transcription factor SOX-4,0.504803788259584,,0.504803788259584,Nucleus
77,CLSTN3,Q9BQT9,Calsyntenin-3,0.5049370068568106,0.591149417,0.4187245967136213,"Postsynaptic cell membrane; Endoplasmic reticulum membrane; Golgi apparatus membrane; Cell projection, dendrite.;[Isoform CLSTN3beta]: Lipid droplet; Endoplasmic reticulum membrane"
78,HOXD8,P13378,Homeobox protein Hox-D8,0.512619254,0.512619254,,Nucleus
79,OPRL1,P41146,Nociceptin receptor (Kappa-type 3 opioid receptor) (KOR-3) (Orphanin FQ receptor),0.513745438990435,,0.513745438990435,Cell membrane; Multi-pass membrane protein; Cytoplasmic vesicle
80,SCML1,Q9UN30,Sex comb on midleg-like protein 1,0.5157149228652145,0.5157149228652145,,Nucleus
81,LMO4,P61968,LIM domain transcription factor LMO4 (Breast tumor autoantigen) (LIM domain only protein 4) (LMO-4),0.5163441966826785,,0.5163441966826785,cell leading edge; RNA polymerase II transcription regulator complex; transcription regulator complex
82,NDN,Q99608,Necdin,0.5166713332304654,0.383468969,0.6498736974609308,Perikaryon; Nucleus
83,CLIP3,Q96DZ5,CAP-Gly domain-containing linker protein 3,0.5167759636454251,0.471630469,0.5619214582908503,"Cell membrane; Cytoplasm; Golgi apparatus, Golgi stack"
84,BCOR,Q6W2J9,BCL-6 corepressor,0.517661482,0.517661482,,Nucleus
85,HOXC9,P31274,Homeobox protein Hox-C9,0.517815991,0.517815991,,Nucleus
86,CXXC5,Q7LFL8,CXXC-type zinc finger protein 5,0.5179563327981116,0.539746851,0.4961658145962233,Nucleus; Cytoplasm
87,MAPK8IP2,Q13387,C-Jun-amino-terminal kinase-interacting protein 2,0.5186167302820354,0.51612952,0.5211039405640707,Cytoplasm
88,POU4F2,Q12837,"POU domain, class 4, transcription factor 2",0.5191100061985532,,0.5191100061985532,Nucleus; Nucleus speckle; Cytoplasm
89,ACAN,P16112,Aggrecan core protein,0.5203303699,,0.5203303699,
90,PNMA8C,A0A1B0GUJ8,Paraneoplastic antigen-like protein 8C,0.5209196733126775,0.630421669,0.411417677625355,
91,RTL8A,Q9BWD3,Retrotransposon Gag-like protein 8A,0.5223287598620756,0.523210545,0.5214469747241512,
92,DISP3,Q9P2K9,Protein dispatched homolog 3 (Patched domain-containing protein 2),0.5232972384957195,,0.5232972384957195,Endoplasmic reticulum membrane; Nucleus membrane; Cytoplasmic vesicle membrane
93,LOXL4,Q96JB6,Lysyl oxidase homolog 4,0.523429851,0.523429851,,"Secreted, extracellular space"
94,OR6C1,Q96RD1,Olfactory receptor 6C1,0.527760270159347,0.527760270159347,,Cell membrane; Multi-pass membrane protein
95,TIMM17A,Q99595,Mitochondrial import inner membrane translocase subunit Tim17-A,0.5295427057738407,0.525133389,0.5339520225476815,Mitochondrion inner membrane; Multi-pass membrane protein
96,GTF2IRD2B,Q6EKJ0,General transcription factor II-I repeat domain-containing protein 2B,0.5316169865916129,0.511569681,0.551664292183226,Nucleus
97,ZNF266,Q14584,Zinc finger protein 266,0.5321462908412735,0.5321462908412735,,Nucleus
98,NSG2,Q9Y328,Neuronal vesicle trafficking-associated protein 2,0.532687523267258,0.304769134,0.7606059125345159,"Membrane; Golgi apparatus, trans-Golgi network membrane; Cell projection, dendrite; Endosome membrane; Early endosome membrane; Late endosome membrane; Lysosome lumen; Cytoplasmic vesicle membrane; Golgi apparatus, Golgi stack membrane; Endosome, multivesicular body membrane"
99,KLHL28,Q9NXS3,Kelch-like protein 28,0.534025428,0.534025428,,Cytosol
100,HMGCR,P04035,3-hydroxy-3-methylglutaryl-coenzyme A reductase,0.5362825321769881,0.430419648,0.6421454163539762,Endoplasmic reticulum membrane; Peroxisome membrane
101,HOXC6,P09630,Homeobox protein Hox-C6,0.538526724,0.538526724,,Nucleus
102,HOXB5,P09067,Homeobox protein Hox-B5,0.539091115,0.539091115,,Nucleus
103,ZNRF1,Q8ND25,E3 ubiquitin-protein ligase ZNRF1,0.5415600975337183,0.55835795,0.5247622450674364,"Endosome; Lysosome; Membrane; Peripheral membrane protein; Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane"
104,AKAP6,Q13023,A-kinase anchor protein 6,0.5422832406407095,0.397602438,0.686964043281419,Sarcoplasmic reticulum; Nucleus membrane
105,ERRFI1,Q9UJM3,ERBB receptor feedback inhibitor 1,0.54323774,0.54323774,,Cytoplasm; Cell membrane; Nucleus
106,BTBD9,Q96Q07,BTB/POZ domain-containing protein 9,0.5458052029500676,0.505055485,0.5865549209001353,cytoplasm; glutamatergic synapse
107,LZTS3,O60299,Leucine zipper putative tumor suppressor 3,0.5481597802252107,0.66248981,0.4338297504504215,"Synapse; Postsynaptic density; Cell projection, dendritic spine; Cell projection, dendrite; Cytoplasm, cytoskeleton"
108,PNMA1,Q8ND90,Paraneoplastic antigen Ma1,0.550495489222193,0.614214255,0.48677672344438605,"Nucleus, nucleolus"
109,ZNF677,Q86XU0,Zinc finger protein 677,0.553169423,0.553169423,,Nucleus
110,AGAP5,A6NIR3,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 5",0.55516811916415,,0.55516811916415,
111,SULT1A1,P50225,Sulfotransferase 1A1,0.557072473600117,0.557072473600117,,Cytoplasm
112,APC2,O95996,Adenomatous polyposis coli protein 2,0.5586021551280898,0.500862148,0.6163421622561794,"Cytoplasm, cytoskeleton; Golgi apparatus; Cytoplasm; Cytoplasm, perinuclear region"
113,KLHDC2,Q9Y2U9,Kelch domain-containing protein 2,0.558896264945654,0.655425868,0.462366661891308,Nucleus
114,KCTD20,Q7Z5Y7,BTB/POZ domain-containing protein KCTD20,0.5604667784659034,0.826345755,0.294587801931807,Cytoplasm
115,CXCL12,P48061,Stromal cell-derived factor 1,0.562152494,0.562152494,,Secreted
116,MPLKIP,Q8TAP9,M-phase-specific PLK1-interacting protein,0.5627091332069198,0.4913047461368315,0.6341135202770083,"Nucleus; Cytoplasm; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome"
117,ZNF595,Q8IYB9,Zinc finger protein 595,0.563228777,0.563228777,,Nucleus
118,ATN1,P54259,Atrophin-1,0.5637470727162652,0.543945612,0.5835485334325305,"Nucleus; Cytoplasm, perinuclear region; Cell junction"
119,MFI,Q8NCR3,Protein MFI,0.5638447141915555,0.5638447141915555,,"Cytoplasm, cytosol; Mitochondrion outer membrane"
120,PPDPF,Q9H3Y8,Pancreatic progenitor cell differentiation and proliferation factor,0.564290833631035,0.365911478,0.76267018926207,Microtubules;Nucleoli;Nucleoplasm
121,HOXB4,P17483,Homeobox protein Hox-B4,0.565293302,0.565293302,,Nucleus
122,MX1,P20591,Interferon-induced GTP-binding protein Mx1,0.565645655,0.565645655,,Cytoplasm; Endoplasmic reticulum membrane.;[Isoform 2]: Cytoplasm; Nucleus
123,ALKBH7,Q9BT30,"Alpha-ketoglutarate-dependent dioxygenase alkB homolog 7, mitochondrial",0.5665830762743328,0.645343493,0.48782265954866555,Mitochondrion matrix
124,YJU2B,P13994,Probable splicing factor YJU2B,0.568738189,0.568738189,,Nucleus
125,KCTD13,Q8WZ19,BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 1,0.571175014,0.571175014,,Nucleus
126,ZNF195,O14628,Zinc finger protein 195,0.571304774,0.571304774,,Nucleus
127,RNF181,Q9P0P0,E3 ubiquitin-protein ligase RNF181,0.5716722639089141,0.81586437,0.32748015781782824,cytoplasm
128,APC,P25054,Adenomatous polyposis coli protein,0.5724262817592858,0.614974021,0.5298785425185716,"Cell junction, adherens junction; Cytoplasm, cytoskeleton; Cell projection, lamellipodium; Cell projection, ruffle membrane; Cytoplasm; Cell membrane"
129,RLIM,Q9NVW2,E3 ubiquitin-protein ligase RLIM,0.572726415009194,0.703694176,0.441758654018388,Nucleus
130,CRIPT,Q9P021,Cysteine-rich PDZ-binding protein,0.573609002,0.573609002,,"Cytoplasm; Synapse; Cell projection, dendritic spine"
131,PMEL,P40967,Melanocyte protein PMEL,0.5751294704561873,,0.5751294704561873,
132,RRN3,Q9NYV6,RNA polymerase I-specific transcription initiation factor RRN3,0.5756989322896775,0.532577861,0.618820003579355,"Nucleus, nucleolus"
133,ANKRD46,Q86W74,Ankyrin repeat domain-containing protein 46,0.5778460966362793,0.559943711,0.5957484822725585,Membrane
134,SERF2,P84101,Small EDRK-rich factor 2,0.580534299580396,,0.580534299580396,
135,MAB21L2,Q9Y586,Protein mab-21-like 2,0.5805763329173025,,0.5805763329173025,Nucleus; Cytoplasm
136,ZFP1,Q6P2D0,Zinc finger protein 1 homolog,0.581392144,0.581392144,,Nucleus
137,RFLNA,Q6ZTI6,Refilin-A,0.581988079,0.581988079,,"Cytoplasm, cytoskeleton"
138,LRP11,Q86VZ4,Low-density lipoprotein receptor-related protein 11,0.5825505962626754,0.5366605,0.6284406925253507,Membrane
139,NFIB,O00712,Nuclear factor 1 B-type,0.582988046,0.582988046,,Nucleus
140,RPRM,Q9NS64,Protein reprimo,0.584136326,0.584136326,,Cytoplasm; Membrane
141,GSE1,Q14687,Genetic suppressor element 1,0.5845946882801325,0.546121946,0.623067430560265,Mitochondria;Nucleoplasm
142,ISL1,P61371,Insulin gene enhancer protein ISL-1,0.5856885482056052,0.417327723,0.7540493734112105,Nucleus
143,CCND2,P30279,G1/S-specific cyclin-D2,0.586013488,0.586013488,,Nucleus; Cytoplasm; Nucleus membrane.;[Isoform 2]: Cytoplasm
144,LUZP2,Q86TE4,Leucine zipper protein 2,0.586205366860168,,0.586205366860168,Secreted
145,CDKN2D,P55273,Cyclin-dependent kinase 4 inhibitor D,0.5881793925582522,0.298086945,0.8782718401165045,Nucleus; Cytoplasm
146,MSANTD3,Q96H12,Myb/SANT-like DNA-binding domain-containing protein 3,0.588387606,0.588387606,,Nucleoplasm
147,DOK4,Q8TEW6,Docking protein 4,0.590480264,0.590480264,,cytoplasm; cytosol
148,APOA1,P02647,Apolipoprotein A-I,0.5904803460743415,0.5904803460743415,,Secreted
149,AMFR,Q9UKV5,E3 ubiquitin-protein ligase AMFR,0.5905110238676268,0.580775267,0.6002467807352535,Endoplasmic reticulum membrane
150,NR2F2,P24468,COUP transcription factor 2,0.591606516,0.591606516,,Nucleus
151,PLEKHG5,O94827,Pleckstrin homology domain-containing family G member 5,0.5919115349758545,0.727354482,0.45646858795170897,"Cytoplasm; Cytoplasm, perinuclear region; Cell membrane; Cell junction; Cell projection, lamellipodium"
152,OTOG,Q6ZRI0,Otogelin,0.59261306809754,0.59261306809754,,"Apical cell membrane; Secreted, extracellular space"
153,CREB5,Q02930,Cyclic AMP-responsive element-binding protein 5,0.592627265,0.592627265,,Nucleus
154,PTOV1,Q86YD1,Prostate tumor-overexpressed gene 1 protein (PTOV-1) (Activator interaction domain-containing protein 2),0.593867730665721,,0.593867730665721,"Cytoplasm; Nucleus; Cell membrane; Cytoplasm, perinuclear region"
155,MTSS1,O43312,Protein MTSS 1,0.5953916745148591,0.484866452,0.705916897029718,"Cytoplasm, cytoskeleton"
156,SRRM4,A7MD48,Serine/arginine repetitive matrix protein 4,0.5954608058656715,0.761240681,0.429680930731343,Nucleus
157,CHCHD10,Q8WYQ3,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",0.59555999,0.59555999,,Mitochondrion intermembrane space
158,SREBF2,Q12772,Sterol regulatory element-binding protein 2,0.5961349991617972,0.583024212,0.6092457863235945,"[Sterol regulatory element-binding protein 2]: Endoplasmic reticulum membrane; Golgi apparatus membrane; Cytoplasmic vesicle, COPII-coated vesicle membrane.;[Processed sterol regulatory element-binding protein 2]: Nucleus"
159,HOXA3,O43365,Homeobox protein Hox-A3,0.596392004,0.596392004,,Nucleus
160,MNT,Q99583,Max-binding protein MNT,0.5967678152601459,0.6298974736639684,0.5636381568563235,Nucleus
161,ZNF708,P17019,Zinc finger protein 708,0.596955219431532,,0.596955219431532,
162,EBF1,Q9UH73,Transcription factor COE1,0.5990333452497483,,0.5990333452497483,Nucleus
163,TOR1AIP2,Q9H496,"Torsin-1A-interacting protein 2, isoform IFRG15",0.6004748652610097,0.662517185,0.5384325455220194,Endoplasmic reticulum
164,GPBP1,Q86WP2,Vasculin,0.60174932,0.60174932,,Nucleus; Cytoplasm
165,SIMC1,Q8NDZ2,SUMO-interacting motif-containing protein 1,0.602117923,0.602117923,,"[Isoform 5]: Cytoplasm; Cytoplasm, myofibril, sarcomere"
166,STMN4,Q9H169,Stathmin-4,0.6022367438472305,0.232980114,0.9714933736944609,"Golgi apparatus; Cell projection, growth cone; Cell projection, axon"
167,GRIN2A,Q12879,"Glutamate receptor ionotropic, NMDA 2A",0.60403075,0.60403075,,"Cell projection, dendritic spine; Cell membrane; Synapse; Postsynaptic cell membrane; Cytoplasmic vesicle membrane"
168,FEZ1,Q99689,Fasciculation and elongation protein zeta-1,0.6059746585555732,0.51004261,0.7019067071111463,"Cytoplasm, cytoskeleton, microtubule organizing center, centrosome; Cell membrane"
169,GON4L,Q3T8J9,GON-4-like protein,0.609006427,0.609006427,,Nucleus
170,ANKRD12,Q6UB98,Ankyrin repeat domain-containing protein 12,0.610854592,0.610854592,,Nucleus
171,UBOX5,O94941,RING finger protein 37,0.611241228,0.611241228,,Nucleus
172,ZNF836,Q6ZNA1,Zinc finger protein 836,0.612112916,0.612112916,,Nucleus
173,CRY1,Q16526,Cryptochrome-1,0.613143614,0.613143614,,Cytoplasm; Nucleus
174,ZNF593,O00488,Zinc finger protein 593,0.6135117510560245,0.775751298,0.451272204112049,"Nucleus, nucleolus; Cytoplasm"
175,APPBP2,Q92624,Amyloid protein-binding protein 2,0.6143650681664925,0.512351783,0.716378353332985,"Nucleus; Cytoplasm, cytoskeleton; Membrane"
176,PCOLCE,Q15113,Procollagen C-endopeptidase enhancer 1,0.615054472,0.615054472,,Secreted
177,FMO1,Q01740,Flavin-containing monooxygenase 1 (EC 1.14.13.148) (EC 1.14.13.8) (Dimethylaniline monooxygenase [N-oxide-forming] 1) (Dimethylaniline oxidase 1) (Fetal hepatic flavin-containing monooxygenase 1) (FMO 1) (Trimethylamine monooxygenase),0.615652142464277,,0.615652142464277,Endoplasmic reticulum membrane
178,SPINT2,O43291,Kunitz-type protease inhibitor 2,0.6186512879915056,0.723047662,0.514254913983011,Membrane
179,TCP11L2,Q8N4U5,T-complex protein 11-like protein 2,0.619797899,0.619797899,,"Cytoplasm, cytoskeleton"
180,ITGA2,P17301,Integrin alpha-2,0.620177708543161,,0.620177708543161,Membrane; Single-pass type I membrane protein
181,MAGED4B,Q96JG8,Melanoma-associated antigen D4,0.621784158018831,0.531044138,0.7125241780376621,nucleus
182,FOXP1,Q9H334,Forkhead box protein P1,0.6225446933496346,0.593059357,0.652030029699269,Nucleus
183,ZSCAN25,Q6NSZ9,Zinc finger and SCAN domain-containing protein 25,0.62495494,0.62495494,,Nucleus
184,PHOX2B,Q99453,Paired mesoderm homeobox protein 2B (Neuroblastoma Phox) (NBPhox) (PHOX2B homeodomain protein) (Paired-like homeobox 2B),0.625782517585081,,0.625782517585081,Nucleus
185,ISL2,Q96A47,Insulin gene enhancer protein ISL-2,0.6259617698952156,0.434124081,0.817799458790431,Nucleus
186,KRBA2,Q6ZNG9,KRAB-A domain-containing protein 2,0.627135247,0.627135247,,Nucleoplasm
187,MFAP3,P55082,Microfibril-associated glycoprotein 3,0.62732824864258,,0.62732824864258,Cell membrane
188,CCDC149,Q6ZUS6,Coiled-coil domain-containing protein 149,0.627344491352156,0.56368466,0.6910043227043121,Nucleoli
189,SLC22A17,Q8WUG5,Solute carrier family 22 member 17,0.6275087097860287,0.547874218,0.7071432015720573,Cell membrane; Vacuole membrane
190,NDFIP1,Q9BT67,NEDD4 family-interacting protein 1,0.627921814955881,0.415899111,0.839944518911762,"Endosome membrane; Golgi apparatus membrane; Synapse, synaptosome; Cell projection, dendrite; Secreted"
191,MARCHF6,O60337,E3 ubiquitin-protein ligase MARCHF6,0.6282656099754751,0.514464247,0.74206697295095,Endoplasmic reticulum membrane
192,RAB36,O95755,Ras-related protein Rab-36,0.628385783463483,,0.628385783463483,Golgi apparatus membrane; Lipid-anchor
193,SMTN,P53814,Smoothelin,0.62864772,0.62864772,,"Cytoplasm, cytoskeleton"
194,AXDND1,Q5T1B0,Axonemal dynein light chain domain-containing protein 1,0.62920348907615,,0.62920348907615,Cytoplasm
195,PARP12,Q9H0J9,Protein mono-ADP-ribosyltransferase PARP12,0.629809336,0.629809336,,Nucleus
